	Time	Day_of_week	Age_of_driver	Gender_of_driver	Educational_level	Vehicle_driver_relation	Driving_experience	Owner_of_vehicle	Area_accident_occured	Lanes_or_Medians	Road_allignment	Types_of_Junction	Road_surface_type	Road_surface_conditions	Light_conditions	Weather_conditions	Type_of_collision	Number_of_vehicles_involved	Number_of_casualties	Vehicle_movement	Pedestrian_movement	Cause_of_accident	Accident_severity
11699	17:25:00	Friday	31-50	Male	Junior high school	Employee	1-2yr	Owner	Office areas	Undivided Two way	Tangent road with flat terrain	Crossing	Asphalt roads	Wet or damp	Daylight	Raining	Vehicle with vehicle collision	3	1	Overtaking	Not a Pedestrian	Changing lane to the left	Slight Injury
11700	17:25:00	Friday	31-50	Male	High school	Employee	2-5yr	Owner	Other	Undivided Two way	Tangent road with flat terrain	Crossing	Asphalt roads	Wet or damp	Daylight	Raining	Vehicle with vehicle collision	3	1	Going straight	Not a Pedestrian	Changing lane to the left	Slight Injury
11701	11:10:00	Sunday	18-30	Male	High school	Owner	Above 10yr	Owner	Office areas	Undivided Two way	Tangent road with flat terrain	No junction	Asphalt roads	Wet or damp	Daylight	Raining	Vehicle with vehicle collision	3	1	Going straight	Not a Pedestrian	Getting off the vehicle improperly	Slight Injury
11702	11:10:00	Sunday	18-30	Male	Elementary school	Employee	2-5yr	Owner	Office areas	One way	Tangent road with flat terrain	No junction	Asphalt roads	Dry	Daylight	Normal	Vehicle with vehicle collision	2	2	Going straight	Not a Pedestrian	Overtaking	Slight Injury
11703	11:10:00	Sunday	31-50	Male	Junior high school	Employee	Above 10yr	Owner	Office areas	Undivided Two way	Tangent road with flat terrain	No junction	Asphalt roads	Dry	Daylight	Normal	Vehicle with vehicle collision	2	2	Turnover	Not a Pedestrian	Changing lane to the left	Slight Injury
11704	3:15:00	Saturday	18-30	Male	High school	Employee	2-5yr	Owner	Other	Undivided Two way	Tangent road with flat terrain	No junction	Asphalt roads	Dry	Daylight	Normal	Vehicle with vehicle collision	2	2	Going straight	Not a Pedestrian	Driving under the influence of drugs	Slight Injury
11705	3:15:00	Saturday	18-30	Male	Junior high school	Other	No Licence	Governmental	Other	Double carriageway (median)	Tangent road with flat terrain	No junction	Asphalt roads	Dry	Daylight	Normal	Vehicle with vehicle collision	2	2	Going straight	Not a Pedestrian	Driving carelessly	Slight Injury
11706	17:00:00	Tuesday	31-50	Male	Junior high school	Employee	1-2yr	Owner	Office areas	Two-way (divided with solid lines road marking)	Tangent road with flat terrain	No junction	Asphalt roads	Dry	Daylight	Normal	Other	2	2	Getting off	Not a Pedestrian	Moving Backward	Slight Injury
11707	17:00:00	Tuesday	Under 18	Male	Junior high school	Owner	5-10yr	Owner	Residential areas	other	Tangent road with flat terrain	No junction	Asphalt roads	Dry	Daylight	Normal	Vehicle with vehicle collision	2	2	Moving Backward	Not a Pedestrian	No distancing	Slight Injury
11708	17:10:00	Friday	31-50	Male	Junior high school	Employee	1-2yr	Governmental	  Recreational areas	Undivided Two way	Tangent road with flat terrain	No junction	Asphalt roads	Dry	Daylight	Normal	Collision with roadside objects	2	1	Getting off	Not a Pedestrian	No priority to vehicle	Fatal injury
11709	17:10:00	Friday	Under 18	Male	Junior high school	Employee	Above 10yr	Owner	Other	other	Tangent road with flat terrain	No junction	Earth roads	Dry	Daylight	Normal	Vehicle with vehicle collision	2	1	Overtaking	Not a Pedestrian	Overturning	Fatal injury
11710	17:23:00	Tuesday	31-50	Male	Junior high school	Employee	1-2yr	Owner	Residential areas	other	Tangent road with flat terrain	No junction	Asphalt roads	Dry	Daylight	Normal	Vehicle with vehicle collision	2	1	Going straight	Not a Pedestrian	Changing lane to the left	Slight Injury
11711	17:23:00	Tuesday	31-50	Male	Junior high school	Employee	1-2yr	Owner	Other	other	Tangent road with flat terrain	Crossing	Asphalt roads	Dry	Daylight	Normal	Vehicle with vehicle collision	2	1	Going straight	Not a Pedestrian	No distancing	Slight Injury
11712	18:00:00	Sunday	31-50	Male	Junior high school	Employee	2-5yr	Owner	Other	other	Tangent road with flat terrain	Crossing	Asphalt roads	Dry	Daylight	Normal	Vehicle with vehicle collision	2	1	Going straight	Not a Pedestrian	Moving Backward	Serious Injury
11713	23:35:00	Wednesday	31-50	Male	High school	Employee	1-2yr	Owner	Other	One way	Tangent road with flat terrain	Crossing	Asphalt roads	Dry	Daylight	Normal	Vehicle with vehicle collision	2	1	Reversing	Not a Pedestrian	No priority to vehicle	Serious Injury
11714	23:35:00	Wednesday	31-50	Male	Junior high school	Employee	1-2yr	Owner	Other	Two-way (divided with broken lines road marking)	Tangent road with flat terrain	Crossing	Asphalt roads	Dry	Darkness - light	Normal	Vehicle with vehicle collision	2	3	Getting off	Not a Pedestrian	No priority to vehicle	Slight Injury
11715	14:59:00	Wednesday	Under 18	Male	Elementary school	Employee	Above 10yr	Owner	Other	other	Tangent road with flat terrain	No junction	Asphalt roads	Dry	Darkness - light	Normal	Collision with roadside objects	2	3	Going straight	Not a Pedestrian	No distancing	Slight Injury
11716	14:59:00	Wednesday	Under 18	Male	Junior high school	Employee	Above 10yr	Owner	School areas	Undivided Two way	Tangent road with flat terrain	No junction	Asphalt roads	Dry	Darkness - light	Normal	Collision with roadside objects	2	3	Going straight	Unknown or other	No distancing	Slight Injury
11717	14:59:00	Wednesday	Over 51	Male	Elementary school	Employee	Above 10yr	Owner	Office areas	Two-way (divided with broken lines road marking)	Tangent road with flat terrain	Y Shape	Gravel roads	Wet or damp	Daylight	Raining	Vehicle with vehicle collision	1	1	Going straight	Crossing from offside - masked by  parked or statioNot a Pedestrianry vehicle	Overtaking	Serious Injury
11718	14:40:00	Saturday	Over 51	Male	Junior high school	Employee	Above 10yr	Owner	Office areas	Two-way (divided with broken lines road marking)	Tangent road with flat terrain	Y Shape	Asphalt roads	Dry	Daylight	Normal	Collision with roadside objects	2	1	Reversing	Not a Pedestrian	Driving under the influence of drugs	Serious Injury
11719	14:40:00	Saturday	18-30	Male	Junior high school	Employee	1-2yr	Owner	Office areas	Two-way (divided with broken lines road marking)	Tangent road with flat terrain	No junction	Asphalt roads	Dry	Daylight	Normal	Collision with roadside objects	2	1	Going straight	Not a Pedestrian	Changing lane to the right	Serious Injury
11720	14:40:00	Saturday	18-30	Male	Junior high school	Employee	5-10yr	Owner	School areas	Two-way (divided with broken lines road marking)	Tangent road with flat terrain	Y Shape	Asphalt roads	Dry	Daylight	Normal	Vehicle with vehicle collision	1	1	Stopping	Not a Pedestrian	Changing lane to the left	Serious Injury
11721	12:48:00	Sunday	31-50	Male	High school	Owner	2-5yr	Governmental	School areas	Undivided Two way	Tangent road with flat terrain	Y Shape	Other	Dry	Darkness - light	Normal	Vehicle with vehicle collision	2	2	Overtaking	Not a Pedestrian	Driving carelessly	Slight Injury
11722	12:48:00	Sunday	18-30	Male	Junior high school	Employee	2-5yr	Owner	Office areas	Two-way (divided with broken lines road marking)	Tangent road with flat terrain	Y Shape	Asphalt roads	Dry	Darkness - light	Normal	Collision with roadside objects	2	2	Going straight	Not a Pedestrian	Moving Backward	Slight Injury
11723	12:48:00	Sunday	18-30	Male	Junior high school	Employee	5-10yr	Owner	Office areas	Two-way (divided with broken lines road marking)	Tangent road with flat terrain	Y Shape	Asphalt roads	Dry	Daylight	Normal	Vehicle with vehicle collision	1	2	Reversing	Not a Pedestrian	Moving Backward	Serious Injury
11724	12:48:00	Sunday	18-30	Male	Junior high school	Employee	5-10yr	Governmental	School areas	Two-way (divided with broken lines road marking)	Tangent road with flat terrain	Y Shape	Asphalt roads	Dry	Daylight	Normal	Vehicle with vehicle collision	1	2	Going straight	Not a Pedestrian	Changing lane to the right	Serious Injury
11725	12:48:00	Sunday	18-30	Male	Junior high school	Employee	2-5yr	Owner	School areas	Two-way (divided with broken lines road marking)	Tangent road with flat terrain	Y Shape	Asphalt roads	Wet or damp	Daylight	Raining	Vehicle with vehicle collision	2	2	Going straight	Not a Pedestrian	No priority to vehicle	Serious Injury
11726	18:40:00	Friday	18-30	Male	High school	Employee	Above 10yr	Owner	Other	Two-way (divided with broken lines road marking)	Tangent road with flat terrain	Y Shape	Asphalt roads	Wet or damp	Daylight	Raining	Vehicle with vehicle collision	2	2	Reversing	Not a Pedestrian	Driving at high speed	Serious Injury
11727	18:40:00	Friday	18-30	Male	Elementary school	Employee	5-10yr	Owner	Other	Undivided Two way	Tangent road with flat terrain	Y Shape	Asphalt roads	Wet or damp	Daylight	Raining	Vehicle with vehicle collision	2	2	Going straight	Not a Pedestrian	Driving under the influence of drugs	Serious Injury
11728	11:11:00	Wednesday	18-30	Male	Junior high school	Employee	Above 10yr	Owner	Other	Two-way (divided with broken lines road marking)	Tangent road with flat terrain	Y Shape	Asphalt roads	Dry	Daylight	Normal	Vehicle with vehicle collision	2	2	Waiting to go	Not a Pedestrian	Changing lane to the right	Fatal injury
11729	11:11:00	Wednesday	18-30	Male	Writing & reading	Employee	2-5yr	Owner	Residential areas	Undivided Two way	Tangent road with flat terrain	Y Shape	Asphalt roads	Dry	Daylight	Normal	Collision with pedestrians	2	2	Going straight	Not a Pedestrian	Driving carelessly	Fatal injury
11730	7:50:00	Tuesday	Over 51	Male	Junior high school	Employee	2-5yr	Governmental	Other	Undivided Two way	Tangent road with flat terrain	Y Shape	Asphalt roads	Dry	Daylight	Normal	Vehicle with vehicle collision	2	1	Going straight	Not a Pedestrian	No distancing	Slight Injury
11731	7:50:00	Tuesday	18-30	Male	High school	Employee	2-5yr	Owner	Other	Undivided Two way	Tangent road with flat terrain	Y Shape	Asphalt roads	Dry	Daylight	Normal	Collision with roadside objects	2	1	Going straight	Not a Pedestrian	Changing lane to the left	Slight Injury
11732	7:50:00	Tuesday	18-30	Male	Junior high school	Employee	1-2yr	Owner	 Industrial areas	Undivided Two way	Tangent road with flat terrain	Y Shape	Asphalt roads	Dry	Daylight	Normal	Vehicle with vehicle collision	2	2	Going straight	Not a Pedestrian	No distancing	Slight Injury
11733	16:30:00	Tuesday	18-30	Male	High school	Employee	5-10yr	Owner	  Recreational areas	Undivided Two way	Tangent road with flat terrain	Y Shape	Asphalt roads	Dry	Daylight	Normal	Vehicle with vehicle collision	2	2	Getting off	Not a Pedestrian	No distancing	Slight Injury
11734	16:30:00	Tuesday	31-50	Female	Elementary school	Employee	2-5yr	Owner	 Church areas	Two-way (divided with broken lines road marking)	Tangent road with flat terrain	Y Shape	Asphalt roads	Dry	Daylight	Normal	Vehicle with vehicle collision	2	1	Going straight	Not a Pedestrian	Getting off the vehicle improperly	Serious Injury
11735	18:56:00	Monday	Under 18	Male	Junior high school	Employee	1-2yr	Owner	Office areas	Two-way (divided with broken lines road marking)	Tangent road with flat terrain	Y Shape	Asphalt roads	Dry	Daylight	Normal	Vehicle with vehicle collision	2	1	Going straight	Not a Pedestrian	Overtaking	Serious Injury
11736	18:56:00	Monday	Under 18	Male	Elementary school	Employee	1-2yr	Owner	Other	Two-way (divided with broken lines road marking)	Tangent road with flat terrain	Y Shape	Gravel roads	Dry	Daylight	Normal	Vehicle with vehicle collision	2	1	Going straight	Not a Pedestrian	Driving carelessly	Slight Injury
11737	18:13:00	Tuesday	18-30	Male	High school	Employee	No Licence	Owner	Office areas	Undivided Two way	Tangent road with flat terrain	Y Shape	Asphalt roads	Dry	Daylight	Normal	Vehicle with vehicle collision	2	1	Reversing	Not a Pedestrian	Driving under the influence of drugs	Slight Injury
11738	18:13:00	Tuesday	31-50	Male	Junior high school	Owner	5-10yr	Owner	Office areas	Two-way (divided with broken lines road marking)	Tangent road with flat terrain	Y Shape	Asphalt roads	Dry	Daylight	Normal	Vehicle with vehicle collision	1	1	Turnover	Not a Pedestrian	Moving Backward	Slight Injury
11739	18:13:00	Tuesday	31-50	Male	Junior high school	Employee	1-2yr	Owner	Other	Two-way (divided with broken lines road marking)	Tangent road with flat terrain	Crossing	Asphalt roads	Dry	Daylight	Normal	Vehicle with vehicle collision	1	1	Going straight	Not a Pedestrian	Overturning	Serious Injury
11740	15:15:00	Sunday	18-30	Male	Junior high school	Employee	2-5yr	Owner	Residential areas	Undivided Two way	Tangent road with flat terrain	Crossing	Other	Dry	Daylight	Normal	Vehicle with vehicle collision	2	3	Going straight	Not a Pedestrian	Driving under the influence of drugs	Slight Injury
11741	15:15:00	Sunday	31-50	Male	Junior high school	Employee	5-10yr	Owner	Office areas	other	Tangent road with mountainous terrain and	Y Shape	Asphalt roads	Dry	Daylight	Normal	Collision with roadside objects	2	3	Going straight	Not a Pedestrian	Changing lane to the right	Slight Injury
11742	15:15:00	Sunday	31-50	Male	Junior high school	Employee	5-10yr	Owner	Residential areas	other	Tangent road with flat terrain	Crossing	Other	Dry	Daylight	Normal	Vehicle with vehicle collision	2	3	Going straight	Not a Pedestrian	Changing lane to the left	Slight Injury
11743	10:12:00	Tuesday	18-30	Male	Junior high school	Employee	5-10yr	Owner	School areas	Two-way (divided with broken lines road marking)	Tangent road with flat terrain	Y Shape	Asphalt roads	Dry	Daylight	Normal	Collision with roadside objects	2	3	Getting off	Not a Pedestrian	No distancing	Slight Injury
11744	19:25:00	Monday	31-50	Male	Junior high school	Employee	2-5yr	Owner	Office areas	Two-way (divided with broken lines road marking)	Sharp reverse curve	Y Shape	Asphalt roads	Dry	Daylight	Normal	Vehicle with vehicle collision	2	1	Going straight	Not a Pedestrian	No distancing	Slight Injury
11745	14:57:00	Friday	18-30	Male	Junior high school	Employee	Above 10yr	Owner	Other	other	Tangent road with flat terrain	Y Shape	Asphalt roads	Dry	Daylight	Normal	Vehicle with vehicle collision	2	1	Going straight	Not a Pedestrian	No priority to vehicle	Slight Injury
11746	14:57:00	Friday	31-50	Male	Junior high school	Owner	Above 10yr	Owner	Other	Undivided Two way	Tangent road with flat terrain	No junction	Asphalt roads	Dry	Daylight	Normal	Vehicle with vehicle collision	2	1	Going straight	Not a Pedestrian	Moving Backward	Slight Injury
11747	14:57:00	Friday	31-50	Male	Junior high school	Owner	Above 10yr	Owner	 Church areas	other	Tangent road with flat terrain	No junction	Asphalt roads	Dry	Daylight	Normal	Collision with pedestrians	2	1	Going straight	Not a Pedestrian	Moving Backward	Slight Injury
11748	8:30:00	Sunday	Under 18	Male	Elementary school	Owner	Above 10yr	Owner	Office areas	Two-way (divided with broken lines road marking)	Tangent road with flat terrain	No junction	Asphalt roads	Dry	Darkness - no light	Normal	Vehicle with vehicle collision	1	1	Going straight	Not a Pedestrian	Getting off the vehicle improperly	Serious Injury
11749	22:05:00	Monday	Under 18	Male	Junior high school	Employee	Above 10yr	Owner	Other	Two-way (divided with broken lines road marking)	Tangent road with flat terrain	No junction	Asphalt roads	Dry	Darkness - light	Normal	Vehicle with vehicle collision	1	2	Going straight	Not a Pedestrian	Changing lane to the left	Serious Injury
11750	22:05:00	Monday	18-30	Male	Elementary school	Owner	2-5yr	Owner	Office areas	Two-way (divided with broken lines road marking)	Tangent road with mild grade and flat terrain	No junction	Asphalt roads	Dry	Darkness - light	Normal	Vehicle with vehicle collision	1	2	Going straight	Not a Pedestrian	Changing lane to the left	Serious Injury
11751	15:30:00	Friday	18-30	Male	Junior high school	Employee	5-10yr	Owner	Office areas	Two-way (divided with broken lines road marking)	Tangent road with flat terrain	No junction	Asphalt roads	Dry	Daylight	Normal	Collision with pedestrians	1	2	Going straight	Crossing from driver's nearside	No priority to vehicle	Slight Injury
11752	15:30:00	Friday	Over 51	Male	Junior high school	Employee	Below 1yr	Owner	Office areas	Two-way (divided with broken lines road marking)	Sharp reverse curve	No junction	Asphalt roads	Dry	Daylight	Normal	Collision with roadside objects	1	2	Going straight	Not a Pedestrian	Changing lane to the right	Slight Injury
11753	15:30:00	Friday	Over 51	Male	Junior high school	Employee	5-10yr	Owner	 Church areas	Undivided Two way	Sharp reverse curve	No junction	Asphalt roads	Wet or damp	Daylight	Raining	Collision with roadside objects	2	3	Going straight	Not a Pedestrian	Changing lane to the right	Slight Injury
11754	21:15:00	Sunday	31-50	Male	High school	Employee	Above 10yr	Owner	Office areas	Undivided Two way	Gentle horizontal curve	Y Shape	Asphalt roads	Wet or damp	Daylight	Raining	Vehicle with vehicle collision	2	3	Reversing	Not a Pedestrian	Driving carelessly	Slight Injury
11755	21:15:00	Sunday	31-50	Male	Junior high school	Employee	5-10yr	Owner	Other	Double carriageway (median)	Gentle horizontal curve	No junction	Asphalt roads	Wet or damp	Daylight	Raining	Vehicle with vehicle collision	2	3	Going straight	Not a Pedestrian	Changing lane to the left	Slight Injury
11756	21:15:00	Sunday	18-30	Male	Elementary school	Employee	1-2yr	Owner	Other	Two-way (divided with broken lines road marking)	Tangent road with flat terrain	No junction	Asphalt roads	Dry	Daylight	Normal	Vehicle with vehicle collision	4	1	Turnover	Not a Pedestrian	Changing lane to the right	Slight Injury
11757	21:15:00	Sunday	18-30	Male	Junior high school	Employee	1-2yr	Owner	 Church areas	Two-way (divided with broken lines road marking)	Tangent road with mountainous terrain and	Crossing	Asphalt roads	Dry	Daylight	Normal	Vehicle with vehicle collision	4	1	Going straight	Not a Pedestrian	Driving under the influence of drugs	Slight Injury
11758	16:32:00	Monday	18-30	Male	Above high school	Employee	1-2yr	Owner	School areas	Undivided Two way	Tangent road with flat terrain	Crossing	Asphalt roads	Dry	Daylight	Normal	Vehicle with vehicle collision	4	1	Going straight	Not a Pedestrian	Driving carelessly	Slight Injury
11759	16:32:00	Monday	31-50	Male	Junior high school	Employee	Above 10yr	Owner	 Church areas	Two-way (divided with broken lines road marking)	Tangent road with flat terrain	Crossing	Asphalt roads	Dry	Daylight	Normal	Vehicle with vehicle collision	4	1	Going straight	Not a Pedestrian	No distancing	Slight Injury
11760	16:32:00	Monday	Over 51	Male	Junior high school	Employee	1-2yr	Owner	Office areas	Undivided Two way	Tangent road with flat terrain	Crossing	Asphalt roads	Dry	Daylight	Normal	Collision with roadside objects	3	4	Going straight	Not a Pedestrian	No priority to vehicle	Slight Injury
11761	15:30:00	Friday	31-50	Male	Junior high school	Employee	5-10yr	Owner	Other	other	Tangent road with flat terrain	Crossing	Asphalt roads	Dry	Daylight	Normal	Collision with roadside objects	3	4	Reversing	Not a Pedestrian	No priority to vehicle	Slight Injury
11762	15:30:00	Friday	31-50	Male	Junior high school	Employee	2-5yr	Owner	 Church areas	Two-way (divided with broken lines road marking)	Steep grade upward with mountainous terrain	No junction	Asphalt roads	Dry	Daylight	Normal	Vehicle with vehicle collision	3	4	Going straight	Not a Pedestrian	No priority to vehicle	Slight Injury
11763	14:45:00	Saturday	Over 51	Male	Junior high school	Employee	2-5yr	Governmental	Other	Double carriageway (median)	Tangent road with flat terrain	No junction	Asphalt roads	Dry	Daylight	Normal	Vehicle with vehicle collision	3	4	Turnover	Not a Pedestrian	Changing lane to the left	Slight Injury
11764	19:30:00	Wednesday	31-50	Male	Junior high school	Employee	2-5yr	Governmental	Other	Double carriageway (median)	Tangent road with flat terrain	No junction	Earth roads	Dry	Daylight	Normal	Vehicle with vehicle collision	3	4	Going straight	Not a Pedestrian	Moving Backward	Slight Injury
11765	19:30:00	Wednesday	Over 51	Male	Junior high school	Employee	2-5yr	Organization	Office areas	Two-way (divided with broken lines road marking)	Gentle horizontal curve	No junction	Asphalt roads	Wet or damp	Daylight	Raining	Vehicle with vehicle collision	3	2	Going straight	Not a Pedestrian	Driving carelessly	Slight Injury
11766	16:56:00	Friday	Over 51	Male	Junior high school	Employee	Above 10yr	Organization	Other	Two-way (divided with broken lines road marking)	Tangent road with flat terrain	No junction	Asphalt roads	Wet or damp	Daylight	Raining	Vehicle with vehicle collision	3	2	Going straight	Not a Pedestrian	Driving under the influence of drugs	Slight Injury
11767	17:50:00	Monday	18-30	Male	Junior high school	Employee	1-2yr	Owner	Other	Two-way (divided with broken lines road marking)	Tangent road with flat terrain	No junction	Asphalt roads	Wet or damp	Daylight	Raining	Rollover	3	2	Going straight	Not a Pedestrian	Changing lane to the right	Slight Injury
11768	17:50:00	Monday	18-30	Male	Above high school	Owner	1-2yr	Governmental	Residential areas	Two-way (divided with broken lines road marking)	Tangent road with flat terrain	No junction	Asphalt roads	Dry	Darkness - light	Normal	Vehicle with vehicle collision	1	2	Going straight	Not a Pedestrian	No priority to vehicle	Serious Injury
11769	9:04:00	Tuesday	31-50	Male	Above high school	Employee	No Licence	Owner	Office areas	Two-way (divided with broken lines road marking)	Tangent road with flat terrain	No junction	Asphalt roads	Dry	Darkness - light	Normal	Collision with roadside objects	1	2	Getting off	Not a Pedestrian	Changing lane to the right	Serious Injury
11770	9:04:00	Tuesday	Over 51	Male	Junior high school	Employee	1-2yr	Owner	 Church areas	One way	Tangent road with flat terrain	Y Shape	Asphalt roads	Dry	Daylight	Normal	Collision with pedestrians	2	1	Moving Backward	Not a Pedestrian	Driving to the left	Slight Injury
11771	10:40:00	Thursday	Over 51	Male	Junior high school	Employee	5-10yr	Owner	 Church areas	Undivided Two way	Tangent road with flat terrain	Y Shape	Asphalt roads	Dry	Daylight	Normal	Vehicle with vehicle collision	2	1	Going straight	Not a Pedestrian	Moving Backward	Slight Injury
11772	10:40:00	Thursday	Over 51	Male	Junior high school	Employee	Above 10yr	Owner	  Market areas	other	Steep grade downward with mountainous terrain	Y Shape	Asphalt roads	Dry	Daylight	Normal	Vehicle with vehicle collision	2	1	Turnover	Not a Pedestrian	No priority to vehicle	Slight Injury
11773	21:15:00	Thursday	18-30	Male	Junior high school	Employee	Above 10yr	Owner	Other	Two-way (divided with broken lines road marking)	Tangent road with mountainous terrain and	Y Shape	Asphalt roads	Dry	Daylight	Normal	Vehicle with vehicle collision	2	1	Going straight	Not a Pedestrian	No distancing	Slight Injury
11774	21:15:00	Thursday	18-30	Male	Junior high school	Owner	5-10yr	Owner	Other	Undivided Two way	Tangent road with mountainous terrain and	Y Shape	Asphalt roads	Dry	Daylight	Normal	Vehicle with vehicle collision	2	1	Going straight	Not a Pedestrian	Driving carelessly	Slight Injury
11775	16:00:00	Friday	Under 18	Male	Elementary school	Employee	2-5yr	Owner	 Church areas	Undivided Two way	Tangent road with flat terrain	Y Shape	Gravel roads	Dry	Daylight	Normal	Vehicle with vehicle collision	2	1	Going straight	Not a Pedestrian	Changing lane to the left	Slight Injury
11776	16:00:00	Friday	18-30	Male	Junior high school	Employee	2-5yr	Governmental	Residential areas	Undivided Two way	Tangent road with flat terrain	Crossing	Asphalt roads	Dry	Daylight	Normal	Vehicle with vehicle collision	1	1	Going straight	Crossing from driver's nearside	No priority to vehicle	Slight Injury
11777	16:00:00	Friday	31-50	Male	Junior high school	Employee	Below 1yr	Owner	Other	Undivided Two way	Tangent road with flat terrain	No junction	Earth roads	Dry	Darkness - light	Normal	Vehicle with vehicle collision	2	1	Going straight	Not a Pedestrian	No priority to vehicle	Serious Injury
11778	19:30:00	Saturday	18-30	Male	Junior high school	Employee	2-5yr	Owner	Other	Two-way (divided with broken lines road marking)	Tangent road with flat terrain	Crossing	Asphalt roads	Dry	Darkness - light	Normal	Collision with roadside objects	2	1	Going straight	Not a Pedestrian	No distancing	Serious Injury
11779	19:30:00	Saturday	18-30	Male	Junior high school	Employee	2-5yr	Owner	Other	Double carriageway (median)	Tangent road with flat terrain	Crossing	Asphalt roads	Dry	Daylight	Normal	Rollover	2	2	Turnover	Not a Pedestrian	Driving to the left	Slight Injury
11780	19:30:00	Saturday	18-30	Male	Elementary school	Employee	5-10yr	Owner	  Recreational areas	Two-way (divided with broken lines road marking)	Tangent road with flat terrain	Y Shape	Asphalt roads	Dry	Daylight	Normal	Vehicle with vehicle collision	2	2	Turnover	Not a Pedestrian	Driving carelessly	Slight Injury
11781	9:32:00	Sunday	31-50	Male	Junior high school	Employee	Above 10yr	Owner	  Recreational areas	One way	Tangent road with flat terrain	Y Shape	Earth roads	Dry	Daylight	Normal	Collision with pedestrians	2	2	Going straight	Not a Pedestrian	Driving carelessly	Slight Injury
11782	9:32:00	Sunday	18-30	Male	Junior high school	Employee	Above 10yr	Owner	Other	Two-way (divided with broken lines road marking)	Tangent road with flat terrain	Y Shape	Asphalt roads	Dry	Daylight	Normal	Vehicle with vehicle collision	3	1	Getting off	Not a Pedestrian	Changing lane to the right	Slight Injury
11783	11:19:00	Wednesday	Over 51	Male	Junior high school	Employee	2-5yr	Organization	Office areas	Two-way (divided with broken lines road marking)	Tangent road with flat terrain	Y Shape	Asphalt roads	Dry	Daylight	Normal	Vehicle with vehicle collision	3	1	Getting off	Not a Pedestrian	Driving carelessly	Slight Injury
11784	11:19:00	Wednesday	Over 51	Female	Junior high school	Employee	5-10yr	Owner	Residential areas	Two-way (divided with broken lines road marking)	Tangent road with flat terrain	Y Shape	Asphalt roads	Dry	Daylight	Normal	Collision with pedestrians	3	1	Going straight	Not a Pedestrian	Changing lane to the left	Slight Injury
11785	8:05:00	Friday	31-50	Male	Above high school	Employee	2-5yr	Owner	Other	Two-way (divided with broken lines road marking)	Tangent road with flat terrain	Y Shape	Asphalt roads	Wet or damp	Daylight	Raining	Collision with pedestrians	2	4	Overtaking	Not a Pedestrian	Driving carelessly	Slight Injury
11786	6:26:00	Friday	18-30	Male	Above high school	Employee	2-5yr	Owner	Residential areas	Undivided Two way	Steep grade downward with mountainous terrain	Y Shape	Asphalt roads	Wet or damp	Daylight	Raining	Vehicle with vehicle collision	2	4	Reversing	Not a Pedestrian	Driving carelessly	Slight Injury
11787	6:26:00	Friday	18-30	Male	Above high school	Employee	1-2yr	Owner	 Church areas	Double carriageway (median)	Tangent road with flat terrain	Other	Asphalt roads	Wet or damp	Daylight	Raining	Vehicle with vehicle collision	2	4	Going straight	Not a Pedestrian	Driving under the influence of drugs	Slight Injury
11788	9:20:00	Thursday	18-30	Male	Junior high school	Employee	2-5yr	Owner	Other	One way	Tangent road with flat terrain	Y Shape	Asphalt roads	Wet or damp	Daylight	Raining	Vehicle with vehicle collision	2	4	Getting off	Not a Pedestrian	Driving carelessly	Slight Injury
11789	9:20:00	Thursday	18-30	Male	Junior high school	Employee	Above 10yr	Owner	Office areas	Two-way (divided with broken lines road marking)	Tangent road with mountainous terrain and	Y Shape	Asphalt roads	Wet or damp	Daylight	Raining	Vehicle with vehicle collision	2	4	Getting off	Not a Pedestrian	No distancing	Slight Injury
11790	9:25:00	Friday	31-50	Male	Junior high school	Employee	Below 1yr	Owner	Other	Undivided Two way	Tangent road with flat terrain	Y Shape	Asphalt roads	Dry	Daylight	Normal	Vehicle with vehicle collision	2	1	Reversing	Not a Pedestrian	Driving carelessly	Slight Injury
11791	9:25:00	Friday	31-50	Male	Junior high school	Employee	2-5yr	Owner	  Recreational areas	Two-way (divided with broken lines road marking)	Steep grade downward with mountainous terrain	Y Shape	Asphalt roads	Dry	Daylight	Normal	Collision with roadside objects	2	1	Turnover	Not a Pedestrian	Driving to the left	Slight Injury
11792	17:50:00	Monday	Over 51	Male	Junior high school	Employee	Below 1yr	Owner	Other	Undivided Two way	Tangent road with flat terrain	Y Shape	Asphalt roads	Dry	Daylight	Normal	Vehicle with vehicle collision	2	1	Moving Backward	Not a Pedestrian	Overtaking	Slight Injury
11793	17:50:00	Monday	31-50	Male	High school	Employee	5-10yr	Owner	Office areas	Two-way (divided with broken lines road marking)	Tangent road with flat terrain	Y Shape	Asphalt roads	Dry	Daylight	Normal	Vehicle with vehicle collision	2	1	Going straight	Not a Pedestrian	No distancing	Slight Injury
11794	16:02:00	Sunday	31-50	Male	Above high school	Employee	1-2yr	Governmental	Residential areas	Undivided Two way	Tangent road with flat terrain	Y Shape	Asphalt roads	Dry	Daylight	Normal	Vehicle with vehicle collision	2	2	Going straight	Not a Pedestrian	Driving carelessly	Slight Injury
11795	16:02:00	Sunday	Under 18	Male	Junior high school	Employee	Below 1yr	Owner	Office areas	One way	Tangent road with flat terrain	No junction	Asphalt roads	Dry	Daylight	Normal	Vehicle with vehicle collision	2	2	Going straight	Not a Pedestrian	No priority to vehicle	Slight Injury
